id,data_inversa,dia_semana,horario,uf,br
407232,2022-01-07,sexta-feira,09:00:00,RJ,356
407242,2022-01-07,sexta-feira,11:20:00,PR,376
407260,2022-01-07,sexta-feira,13:30:00,SP,101
407262,2022-01-07,sexta-feira,14:15:00,SE,101
407264,2022-01-07,sexta-feira,13:00:00,MG,40
407266,2022-01-07,sexta-feira,11:50:00,MG,40
407268,2022-01-07,sexta-feira,14:20:00,PR,487
407269,2022-01-07,sexta-feira,12:35:00,MT,163
407270,2022-01-06,quinta-feira,05:15:00,BA,407
407273,2022-01-07,sexta-feira,11:15:00,SC,282
407274,2022-01-07,sexta-feira,14:30:00,MG,381
407277,2022-01-07,sexta-feira,13:45:00,MS,163
407278,2022-01-07,sexta-feira,15:30:00,CE,116
407282,2022-01-07,sexta-feira,14:30:00,TO,235
407294,2022-01-07,sexta-feira,15:50:00,BA,110
407302,2022-01-07,sexta-feira,14:40:00,RS,392
407306,2022-01-07,sexta-feira,16:15:00,SC,282
407309,2022-01-07,sexta-feira,15:00:00,ES,101
407311,2022-01-07,sexta-feira,13:30:00,SC,101
407315,2022-01-07,sexta-feira,16:40:00,SP,153
407317,2022-01-07,sexta-feira,13:25:00,RO,364
407318,2022-01-07,sexta-feira,15:05:00,RJ,493
407329,2022-01-07,sexta-feira,15:10:00,GO,153
407336,2022-01-07,sexta-feira,17:30:00,PE,101
407338,2022-01-07,sexta-feira,18:00:00,SC,470
407342,2022-01-07,sexta-feira,16:40:00,RJ,101
407343,2022-01-07,sexta-feira,19:00:00,SC,101
407344,2022-01-07,sexta-feira,18:40:00,MS,163
407347,2022-01-07,sexta-feira,14:30:00,SC,280
407351,2022-01-07,sexta-feira,16:50:00,PI,316
407367,2022-01-07,sexta-feira,20:30:00,MG,381
407368,2022-01-07,sexta-feira,20:30:00,GO,452
407385,2022-01-07,sexta-feira,22:40:00,MG,365
407389,2022-01-08,s�bado,00:11:00,RJ,116
407391,2022-01-07,sexta-feira,19:45:00,GO,452
407393,2022-01-08,s�bado,02:00:00,AP,210
407395,2022-01-08,s�bado,02:00:00,ES,101
407397,2022-01-08,s�bado,02:35:00,TO,153
407403,2022-01-08,s�bado,02:30:00,BA,116
407410,2022-01-08,s�bado,04:50:00,RS,285
407415,2022-01-07,sexta-feira,19:10:00,MT,158
407416,2022-01-08,s�bado,02:40:00,MG,262
407425,2022-01-08,s�bado,07:15:00,PR,369
407433,2022-01-08,s�bado,08:44:00,BA,116
407441,2022-01-08,s�bado,08:10:00,RJ,101
407442,2022-01-08,s�bado,07:05:00,BA,116
407451,2022-01-08,s�bado,09:40:00,PR,369
407458,2022-01-08,s�bado,09:15:00,PE,232
407464,2022-01-08,s�bado,11:30:00,PE,232
407465,2022-01-08,s�bado,10:20:00,MG,40
407473,2022-01-08,s�bado,09:40:00,MG,40
407477,2022-01-08,s�bado,10:05:00,PE,101
407489,2022-01-08,s�bado,12:40:00,MT,364
407497,2022-01-08,s�bado,07:50:00,PR,277
407504,2022-01-08,s�bado,09:10:00,RS,386
407508,2022-01-08,s�bado,15:10:00,MS,163
407510,2022-01-08,s�bado,14:50:00,MT,364
407522,2022-01-08,s�bado,13:30:00,MT,163
407538,2022-01-08,s�bado,17:00:00,MG,381
407540,2022-01-08,s�bado,17:20:00,MG,365
407545,2022-01-08,s�bado,18:25:00,SE,101
407550,2022-01-08,s�bado,13:00:00,MG,116
407553,2022-01-08,s�bado,17:10:00,MS,163
407563,2022-01-08,s�bado,19:50:00,MG,40
407567,2022-01-08,s�bado,20:30:00,MA,316
407578,2022-01-08,s�bado,15:45:00,SC,101
407608,2022-01-09,domingo,01:40:00,RO,364
407617,2022-01-09,domingo,03:40:00,PR,277
407618,2022-01-09,domingo,02:30:00,MS,359
407619,2022-01-09,domingo,04:35:00,BA,116
407622,2022-01-09,domingo,04:50:00,SC,470
407633,2022-01-09,domingo,05:00:00,MS,163
407634,2022-01-09,domingo,02:00:00,BA,116
407637,2022-01-09,domingo,06:00:00,PE,232
407639,2022-01-09,domingo,05:18:00,PR,277
407646,2022-01-08,s�bado,16:30:00,SC,116
407660,2022-01-09,domingo,07:50:00,MG,381
407661,2022-01-09,domingo,07:43:00,MG,262
407670,2022-01-09,domingo,10:00:00,SP,381
407702,2022-01-09,domingo,10:05:00,GO,153
407706,2022-01-09,domingo,15:20:00,MG,40
407719,2022-01-09,domingo,14:20:00,MG,40
407726,2022-01-09,domingo,17:00:00,PE,101
407731,2022-01-09,domingo,17:30:00,BA,116
407732,2022-01-09,domingo,16:35:00,PA,10
407734,2022-01-09,domingo,13:00:00,PR,163
407761,2022-01-08,s�bado,21:45:00,BA,116
407772,2022-01-09,domingo,16:25:00,TO,230
407781,2022-01-09,domingo,20:10:00,SC,470
407782,2022-01-08,s�bado,14:00:00,MA,135
407790,2022-01-09,domingo,21:20:00,RS,158
407794,2022-01-09,domingo,19:50:00,SC,282
407799,2022-01-09,domingo,23:00:00,DF,251
407800,2022-01-09,domingo,23:30:00,RS,392
407814,2022-01-09,domingo,23:00:00,MG,356
407816,2022-01-09,domingo,14:10:00,BA,101
407817,2022-01-10,segunda-feira,01:45:00,GO,50
407820,2022-01-09,domingo,07:30:00,GO,452
407823,2022-01-10,segunda-feira,05:45:00,GO,153
407826,2022-01-09,domingo,23:40:00,PI,407
407832,2022-01-10,segunda-feira,06:40:00,RS,290
407842,2022-01-10,segunda-feira,05:00:00,RJ,465
407852,2022-01-10,segunda-feira,07:20:00,MS,262
407853,2022-01-10,segunda-feira,08:30:00,RS,285
407888,2022-01-10,segunda-feira,08:05:00,SC,470
407894,2022-01-10,segunda-feira,09:00:00,ES,101
407896,2022-01-07,sexta-feira,17:30:00,PE,101
407899,2022-01-10,segunda-feira,08:15:00,PE,232
407901,2022-01-10,segunda-feira,09:35:00,GO,40
407912,2022-01-10,segunda-feira,10:50:00,RN,304
407915,2022-01-10,segunda-feira,08:50:00,RJ,101
407922,2022-01-10,segunda-feira,11:40:00,MG,365
407923,2022-01-10,segunda-feira,09:30:00,PR,373
407924,2022-01-10,segunda-feira,12:30:00,MG,381
407939,2022-01-10,segunda-feira,13:30:00,GO,158
407942,2022-01-10,segunda-feira,08:30:00,MT,364
407946,2022-01-10,segunda-feira,13:30:00,PR,376
407960,2022-01-10,segunda-feira,14:50:00,PB,101
407965,2022-01-10,segunda-feira,15:45:00,PR,277
407969,2022-01-10,segunda-feira,15:30:00,PE,101
407976,2022-01-10,segunda-feira,14:30:00,CE,20
407977,2022-01-06,quinta-feira,14:00:00,GO,20
407979,2022-01-10,segunda-feira,16:00:00,ES,101
407988,2022-01-10,segunda-feira,17:30:00,PI,316
407991,2022-01-10,segunda-feira,15:56:00,PR,116
408006,2022-01-10,segunda-feira,18:50:00,BA,324
408010,2022-01-10,segunda-feira,18:15:00,RS,287
408012,2022-01-10,segunda-feira,16:20:00,RS,285
408013,2022-01-10,segunda-feira,19:50:00,CE,116
408019,2022-01-10,segunda-feira,16:10:00,PR,476
408024,2022-01-09,domingo,03:30:00,PR,277
408025,2022-01-10,segunda-feira,20:55:00,MG,116
408028,2022-01-11,ter�a-feira,00:30:00,MG,146
408037,2022-01-10,segunda-feira,21:30:00,PE,423
408043,2022-01-10,segunda-feira,21:00:00,MG,365
408044,2022-01-11,ter�a-feira,06:50:00,RS,392
408050,2022-01-11,ter�a-feira,07:50:00,RS,116
408055,2022-01-11,ter�a-feira,09:20:00,SC,101
408058,2022-01-11,ter�a-feira,09:40:00,PR,116
408060,2022-01-11,ter�a-feira,09:45:00,MG,381
408062,2022-01-11,ter�a-feira,06:10:00,PE,101
408063,2022-01-11,ter�a-feira,07:35:00,MT,163
408064,2022-01-07,sexta-feira,11:15:00,RJ,40
408068,2022-01-11,ter�a-feira,11:10:00,SC,101
408069,2022-01-11,ter�a-feira,09:30:00,BA,242
408074,2022-01-11,ter�a-feira,12:00:00,TO,153
408075,2022-01-11,ter�a-feira,11:30:00,RJ,116
408076,2022-01-11,ter�a-feira,06:55:00,BA,116
408079,2022-01-11,ter�a-feira,11:00:00,SC,470
408084,2022-01-11,ter�a-feira,13:45:00,MG,381
408092,2022-01-11,ter�a-feira,09:25:00,GO,50
408104,2022-01-11,ter�a-feira,15:40:00,RN,226
408105,2022-01-11,ter�a-feira,13:15:00,CE,222
408114,2022-01-11,ter�a-feira,10:50:00,MG,381
408115,2022-01-11,ter�a-feira,17:25:00,BA,242
408117,2022-01-11,ter�a-feira,16:45:00,MS,262
408122,2022-01-11,ter�a-feira,17:05:00,SC,470
408127,2022-01-11,ter�a-feira,17:45:00,PR,277
408128,2022-01-11,ter�a-feira,17:45:00,MA,135
408137,2022-01-11,ter�a-feira,18:40:00,MG,381
408142,2022-01-11,ter�a-feira,17:10:00,BA,116
408147,2022-01-11,ter�a-feira,20:40:00,RS,285
408150,2022-01-11,ter�a-feira,21:25:00,MG,40
408156,2022-01-11,ter�a-feira,22:00:00,MS,158
408162,2022-01-11,ter�a-feira,21:20:00,PR,153
408169,2022-01-12,quarta-feira,02:45:00,MG,251
408170,2022-01-12,quarta-feira,06:20:00,SC,101
408171,2022-01-11,ter�a-feira,23:00:00,SC,470
408173,2022-01-12,quarta-feira,06:55:00,MG,40
408178,2022-01-12,quarta-feira,07:40:00,ES,101
408179,2022-01-12,quarta-feira,07:20:00,MG,40
408183,2022-01-12,quarta-feira,07:30:00,PR,376
408184,2022-01-11,ter�a-feira,23:30:00,MT,158
408185,2022-01-12,quarta-feira,08:00:00,PR,376
408188,2022-01-12,quarta-feira,08:05:00,SC,101
408201,2022-01-12,quarta-feira,10:15:00,PR,116
408202,2022-01-12,quarta-feira,09:25:00,SC,470
408204,2022-01-12,quarta-feira,10:00:00,SP,116
408210,2022-01-12,quarta-feira,11:00:00,SC,470
408211,2022-01-12,quarta-feira,10:35:00,PR,277
408212,2022-01-12,quarta-feira,10:30:00,RS,468
408214,2022-01-12,quarta-feira,11:30:00,ES,262
408221,2022-01-12,quarta-feira,10:10:00,PE,424
408225,2022-01-12,quarta-feira,11:48:00,PR,277
408230,2022-01-12,quarta-feira,13:40:00,GO,40
408244,2022-01-12,quarta-feira,15:00:00,CE,402
408249,2022-01-12,quarta-feira,16:33:00,RN,101
408256,2022-01-12,quarta-feira,16:50:00,GO,153
408260,2022-01-12,quarta-feira,13:20:00,MG,153
408261,2022-01-12,quarta-feira,17:00:00,PR,116
408272,2022-01-04,ter�a-feira,11:00:00,MT,364
408278,2022-01-12,quarta-feira,11:30:00,PR,376
408280,2022-01-12,quarta-feira,19:15:00,SC,101
408285,2022-01-12,quarta-feira,20:25:00,SE,101
408287,2022-01-12,quarta-feira,20:15:00,AL,316
408301,2022-01-12,quarta-feira,22:30:00,SP,116
408302,2022-01-12,quarta-feira,22:20:00,MT,163
408303,2022-01-12,quarta-feira,11:40:00,MG,251
408306,2022-01-12,quarta-feira,22:30:00,RO,364
408307,2022-01-12,quarta-feira,23:30:00,GO,60
408309,2022-01-12,quarta-feira,23:40:00,MS,163
408314,2022-01-12,quarta-feira,22:20:00,MS,158
408316,2022-01-13,quinta-feira,01:40:00,MG,381
408317,2022-01-13,quinta-feira,00:40:00,ES,447
408319,2022-01-13,quinta-feira,02:40:00,PB,230
408320,2022-01-13,quinta-feira,01:00:00,BA,116
408322,2022-01-13,quinta-feira,03:20:00,MT,364
408324,2022-01-12,quarta-feira,22:00:00,RS,116
408329,2022-01-13,quinta-feira,06:00:00,PR,376
408331,2022-01-13,quinta-feira,06:00:00,SP,116
408335,2022-01-13,quinta-feira,04:40:00,PB,230
408336,2022-01-13,quinta-feira,06:40:00,RS,101
408338,2022-01-13,quinta-feira,05:50:00,RJ,101
408340,2022-01-13,quinta-feira,05:45:00,MS,163
408345,2022-01-13,quinta-feira,05:10:00,PR,476
408349,2022-01-13,quinta-feira,08:15:00,PR,277
408350,2022-01-12,quarta-feira,16:35:00,RJ,356
408351,2022-01-13,quinta-feira,06:15:00,PR,163
408352,2022-01-13,quinta-feira,07:17:00,SC,101
408354,2022-01-13,quinta-feira,09:00:00,RS,285
408362,2022-01-13,quinta-feira,09:45:00,BA,407
408364,2022-01-13,quinta-feira,09:00:00,MT,364
408366,2022-01-13,quinta-feira,09:20:00,SC,101
408367,2022-01-13,quinta-feira,08:15:00,MG,50
408380,2022-01-13,quinta-feira,12:20:00,PI,343
408383,2022-01-13,quinta-feira,11:10:00,BA,101
408394,2022-01-13,quinta-feira,12:50:00,MA,222
408400,2022-01-13,quinta-feira,12:45:00,MT,70
408402,2022-01-13,quinta-feira,15:05:00,SP,116
408413,2022-01-13,quinta-feira,16:15:00,BA,367
408416,2022-01-13,quinta-feira,15:50:00,SC,282
408417,2022-01-13,quinta-feira,16:00:00,MT,364
408438,2022-01-13,quinta-feira,17:20:00,BA,116
408446,2022-01-13,quinta-feira,17:45:00,GO,153
408453,2022-01-13,quinta-feira,15:10:00,MT,70
408462,2022-01-13,quinta-feira,18:10:00,RO,364
408469,2022-01-13,quinta-feira,21:15:00,RS,158
408473,2022-01-13,quinta-feira,17:00:00,MG,262
408485,2022-01-13,quinta-feira,19:00:00,MT,163
408490,2022-01-14,sexta-feira,02:30:00,ES,101
408492,2022-01-14,sexta-feira,03:30:00,MG,262
408493,2022-01-14,sexta-feira,03:50:00,SP,116
408495,2022-01-13,quinta-feira,20:45:00,PR,373
408496,2022-01-14,sexta-feira,05:00:00,PE,101
408497,2022-01-14,sexta-feira,04:10:00,PR,277
408499,2022-01-14,sexta-feira,05:00:00,PR,116
408504,2022-01-13,quinta-feira,16:50:00,MG,262
408508,2022-01-14,sexta-feira,06:40:00,PE,101
408517,2022-01-14,sexta-feira,05:00:00,MG,381
408526,2022-01-14,sexta-feira,08:35:00,ES,101
408529,2022-01-14,sexta-feira,05:00:00,RS,285
408531,2022-01-14,sexta-feira,08:30:00,SP,116
408541,2022-01-14,sexta-feira,09:00:00,RJ,40
408545,2022-01-14,sexta-feira,09:20:00,SP,381
408546,2022-01-14,sexta-feira,08:33:00,SC,470
408547,2022-01-14,sexta-feira,10:25:00,RS,116
408550,2022-01-14,sexta-feira,10:45:00,SP,381
408554,2022-01-14,sexta-feira,08:00:00,BA,242
408564,2022-01-14,sexta-feira,12:00:00,RR,174
408572,2022-01-14,sexta-feira,07:45:00,MT,70
408576,2022-01-14,sexta-feira,14:00:00,SP,381
408584,2022-01-14,sexta-feira,14:25:00,MT,364
408585,2022-01-14,sexta-feira,14:40:00,RS,386
408588,2022-01-14,sexta-feira,15:50:00,MG,116
408593,2022-01-14,sexta-feira,15:00:00,SP,116
408597,2022-01-14,sexta-feira,15:00:00,MT,163
408598,2022-01-14,sexta-feira,13:30:00,AL,110
408599,2022-01-14,sexta-feira,15:30:00,MS,163
408604,2022-01-14,sexta-feira,12:25:00,SC,282
408619,2022-01-14,sexta-feira,17:15:00,DF,251
408623,2022-01-14,sexta-feira,17:00:00,MG,381
408629,2022-01-14,sexta-feira,17:50:00,BA,110
408640,2022-01-14,sexta-feira,19:00:00,MG,40
408647,2022-01-14,sexta-feira,17:20:00,MT,364
408651,2022-01-14,sexta-feira,12:50:00,MT,163
408658,2022-01-14,sexta-feira,19:15:00,SC,470
408659,2022-01-14,sexta-feira,19:50:00,ES,101
408663,2022-01-14,sexta-feira,20:30:00,BA,0
408668,2022-01-14,sexta-feira,17:45:00,PR,277
408672,2022-01-14,sexta-feira,19:40:00,MG,116
408673,2022-01-14,sexta-feira,13:50:00,PR,376
408676,2022-01-14,sexta-feira,22:40:00,ES,259
408678,2022-01-14,sexta-feira,22:10:00,ES,262
408680,2022-01-14,sexta-feira,22:20:00,ES,101
408681,2022-01-14,sexta-feira,19:00:00,MA,10
408684,2022-01-14,sexta-feira,23:00:00,ES,101
408689,2022-01-14,sexta-feira,20:20:00,PE,408
408690,2022-01-14,sexta-feira,22:00:00,MT,364
408705,2022-01-15,s�bado,01:38:00,BA,324
408710,2022-01-15,s�bado,02:10:00,PR,277
