id,data_inversa,dia_semana,horario,uf,br
261740,2020-01-09,quinta-feira,18:30:00,PE,101
261741,2020-01-09,quinta-feira,17:30:00,PB,101
261742,2020-01-09,quinta-feira,18:23:00,SP,153
261743,2020-01-09,quinta-feira,18:10:00,CE,116
261744,2020-01-09,quinta-feira,15:50:00,MG,116
261745,2020-01-09,quinta-feira,18:00:00,MG,40
261746,2020-01-09,quinta-feira,18:30:00,ES,101
261747,2020-01-09,quinta-feira,18:00:00,PI,343
261748,2020-01-09,quinta-feira,17:40:00,PE,423
261750,2020-01-09,quinta-feira,17:00:00,PR,277
261751,2020-01-09,quinta-feira,18:40:00,MG,381
261752,2020-01-09,quinta-feira,15:00:00,MG,267
261753,2020-01-09,quinta-feira,18:42:00,MG,40
261754,2020-01-07,ter�a-feira,19:00:00,GO,153
261756,2020-01-09,quinta-feira,16:45:00,MG,381
261758,2020-01-09,quinta-feira,16:45:00,MG,381
261760,2020-01-09,quinta-feira,20:35:00,SP,101
261761,2020-01-09,quinta-feira,20:15:00,TO,153
261763,2020-01-09,quinta-feira,19:00:00,PE,232
261764,2020-01-09,quinta-feira,20:14:00,MG,153
261765,2020-01-09,quinta-feira,20:15:00,GO,158
261766,2020-01-09,quinta-feira,20:50:00,DF,20
261767,2020-01-09,quinta-feira,20:30:00,SC,101
261769,2020-01-09,quinta-feira,20:00:00,TO,0
261770,2020-01-09,quinta-feira,18:45:00,CE,116
261771,2020-01-09,quinta-feira,20:30:00,RS,0
261772,2020-01-09,quinta-feira,21:10:00,RS,471
261773,2020-01-09,quinta-feira,20:30:00,SC,101
261774,2020-01-09,quinta-feira,20:55:00,RN,101
261775,2020-01-09,quinta-feira,15:25:00,MG,381
261777,2020-01-09,quinta-feira,20:39:00,MG,381
261778,2020-01-09,quinta-feira,21:50:00,DF,80
261780,2020-01-09,quinta-feira,21:30:00,MG,40
261781,2020-01-09,quinta-feira,21:30:00,MA,316
261782,2020-01-09,quinta-feira,19:20:00,BA,116
261783,2020-01-09,quinta-feira,21:45:00,PB,230
261784,2020-01-09,quinta-feira,22:10:00,GO,153
261785,2020-01-09,quinta-feira,21:00:00,PR,277
261786,2020-01-09,quinta-feira,22:27:00,PR,158
261787,2020-01-09,quinta-feira,21:00:00,SP,381
261791,2020-01-09,quinta-feira,22:40:00,DF,70
261792,2020-01-09,quinta-feira,21:45:00,GO,153
261796,2020-01-09,quinta-feira,22:00:00,RN,101
261797,2020-01-09,quinta-feira,23:00:00,SP,116
261799,2020-01-10,sexta-feira,00:05:00,SP,116
261800,2020-01-09,quinta-feira,22:40:00,RJ,40
261801,2020-01-09,quinta-feira,23:30:00,CE,116
261802,2020-01-09,quinta-feira,22:50:00,PR,277
261803,2020-01-10,sexta-feira,00:30:00,RJ,101
261804,2020-01-09,quinta-feira,23:40:00,PR,277
261805,2020-01-09,quinta-feira,22:30:00,RJ,101
261806,2020-01-10,sexta-feira,01:00:00,PE,101
261807,2020-01-09,quinta-feira,21:30:00,PR,163
261810,2020-01-10,sexta-feira,00:07:00,RJ,101
261811,2020-01-10,sexta-feira,01:10:00,RO,319
261812,2020-01-10,sexta-feira,02:30:00,PR,277
261813,2020-01-10,sexta-feira,03:00:00,BA,116
261814,2020-01-10,sexta-feira,03:00:00,SC,116
261818,2020-01-10,sexta-feira,03:50:00,SC,280
261820,2020-01-10,sexta-feira,04:50:00,SP,116
261821,2020-01-09,quinta-feira,13:00:00,PA,230
261822,2020-01-10,sexta-feira,05:00:00,SP,153
261823,2020-01-10,sexta-feira,05:30:00,GO,153
261824,2020-01-10,sexta-feira,06:10:00,GO,60
261826,2020-01-09,quinta-feira,22:30:00,PA,230
261827,2020-01-10,sexta-feira,02:50:00,PR,373
261830,2020-01-10,sexta-feira,06:25:00,SC,282
261831,2020-01-10,sexta-feira,07:00:00,DF,20
261832,2020-01-10,sexta-feira,06:40:00,PR,116
261833,2020-01-10,sexta-feira,06:20:00,MA,316
261835,2020-01-10,sexta-feira,07:00:00,ES,101
261839,2020-01-10,sexta-feira,07:25:00,SE,235
261842,2020-01-10,sexta-feira,07:10:00,BA,242
261843,2020-01-10,sexta-feira,07:40:00,SP,116
261844,2020-01-10,sexta-feira,07:45:00,SP,116
261846,2020-01-10,sexta-feira,07:30:00,MG,381
261847,2020-01-10,sexta-feira,08:00:00,CE,116
261849,2020-01-10,sexta-feira,08:20:00,SP,153
261850,2020-01-10,sexta-feira,07:40:00,PI,343
261851,2020-01-10,sexta-feira,08:00:00,PB,101
261852,2020-01-10,sexta-feira,08:00:00,ES,101
261853,2020-01-10,sexta-feira,07:45:00,PR,376
261855,2020-01-10,sexta-feira,08:45:00,PR,376
261856,2020-01-10,sexta-feira,08:50:00,PB,230
261859,2020-01-10,sexta-feira,07:15:00,PR,277
261860,2020-01-10,sexta-feira,07:00:00,MG,40
261861,2020-01-06,segunda-feira,14:55:00,GO,50
261862,2020-01-05,domingo,16:30:00,BA,242
261863,2020-01-10,sexta-feira,09:10:00,SC,101
261865,2020-01-10,sexta-feira,09:40:00,PE,104
261868,2020-01-10,sexta-feira,08:00:00,RJ,101
261869,2020-01-10,sexta-feira,07:30:00,MA,316
261870,2020-01-10,sexta-feira,08:55:00,RJ,116
261871,2020-01-10,sexta-feira,09:50:00,MG,40
261872,2020-01-10,sexta-feira,10:15:00,SP,101
261874,2020-01-10,sexta-feira,10:20:00,SC,101
261875,2020-01-10,sexta-feira,09:40:00,BA,116
261876,2020-01-10,sexta-feira,08:00:00,AP,156
261877,2020-01-10,sexta-feira,10:05:00,SC,101
261878,2020-01-10,sexta-feira,08:00:00,BA,101
261879,2020-01-10,sexta-feira,10:45:00,MG,40
261880,2020-01-10,sexta-feira,10:40:00,PE,101
261881,2020-01-10,sexta-feira,11:00:00,BA,0
261882,2020-01-10,sexta-feira,06:00:00,MT,163
261884,2020-01-10,sexta-feira,10:50:00,MG,40
261885,2020-01-10,sexta-feira,08:00:00,RO,319
261888,2020-01-10,sexta-feira,11:30:00,SP,116
261889,2020-01-10,sexta-feira,08:35:00,PI,343
261892,2020-01-10,sexta-feira,12:25:00,SP,101
261893,2020-01-10,sexta-feira,10:08:00,MT,70
261894,2020-01-10,sexta-feira,13:11:00,RJ,101
261895,2020-01-10,sexta-feira,12:10:00,MT,163
261898,2020-01-10,sexta-feira,13:20:00,RJ,493
261900,2020-01-10,sexta-feira,10:30:00,SC,282
261901,2020-01-10,sexta-feira,13:50:00,RS,116
261902,2020-01-10,sexta-feira,14:00:00,RS,285
261903,2020-01-10,sexta-feira,13:40:00,RJ,493
261904,2020-01-10,sexta-feira,12:35:00,PI,343
261905,2020-01-10,sexta-feira,14:30:00,ES,101
261906,2020-01-10,sexta-feira,14:40:00,SP,116
261907,2020-01-10,sexta-feira,14:00:00,MT,163
261908,2020-01-10,sexta-feira,14:00:00,MG,381
261910,2020-01-10,sexta-feira,15:15:00,PB,230
261914,2020-01-10,sexta-feira,15:00:00,RJ,101
261916,2020-01-10,sexta-feira,15:38:00,GO,414
261917,2020-01-10,sexta-feira,15:00:00,SP,116
261918,2020-01-10,sexta-feira,14:50:00,RS,290
261919,2020-01-10,sexta-feira,15:10:00,CE,116
261921,2020-01-10,sexta-feira,16:00:00,PE,101
261924,2020-01-04,s�bado,14:30:00,RR,174
261926,2020-01-10,sexta-feira,16:40:00,PI,316
261927,2020-01-10,sexta-feira,16:30:00,MG,365
261929,2020-01-10,sexta-feira,16:40:00,AL,424
261931,2020-01-10,sexta-feira,15:45:00,MG,459
261932,2020-01-10,sexta-feira,16:20:00,SC,101
261933,2020-01-10,sexta-feira,17:10:00,ES,101
261934,2020-01-10,sexta-feira,17:15:00,RS,392
261935,2020-01-10,sexta-feira,17:20:00,SP,116
261937,2020-01-10,sexta-feira,17:35:00,RN,304
261939,2020-01-10,sexta-feira,17:25:00,SC,470
261940,2020-01-10,sexta-feira,17:40:00,BA,116
261944,2020-01-10,sexta-feira,12:40:00,MG,262
261946,2020-01-10,sexta-feira,17:50:00,BA,324
261947,2020-01-10,sexta-feira,14:20:00,MG,116
261948,2020-01-10,sexta-feira,16:50:00,MS,163
261949,2020-01-10,sexta-feira,17:40:00,CE,20
261950,2020-01-10,sexta-feira,17:15:00,MG,262
261952,2020-01-10,sexta-feira,18:27:00,TO,153
261954,2020-01-10,sexta-feira,15:20:00,MT,364
261955,2020-01-10,sexta-feira,17:00:00,AL,316
261957,2020-01-10,sexta-feira,18:50:00,RN,101
261958,2020-01-10,sexta-feira,18:40:00,SP,116
261959,2020-01-10,sexta-feira,17:20:00,MG,40
261962,2020-01-10,sexta-feira,18:35:00,PR,116
261963,2020-01-10,sexta-feira,18:45:00,RN,304
261964,2020-01-10,sexta-feira,18:30:00,SP,101
261965,2020-01-10,sexta-feira,15:30:00,MT,70
261966,2020-01-10,sexta-feira,16:45:00,RS,285
261967,2020-01-10,sexta-feira,18:15:00,SC,470
261968,2020-01-10,sexta-feira,16:00:00,MT,158
261973,2020-01-10,sexta-feira,18:50:00,RJ,101
261974,2020-01-10,sexta-feira,18:10:00,RJ,493
261975,2020-01-10,sexta-feira,19:50:00,SC,470
261976,2020-01-10,sexta-feira,17:15:00,SC,280
261978,2020-01-10,sexta-feira,18:20:00,RS,287
261980,2020-01-10,sexta-feira,19:50:00,CE,20
261981,2020-01-10,sexta-feira,18:10:00,PE,424
261982,2020-01-10,sexta-feira,18:25:00,RS,116
261983,2020-01-10,sexta-feira,14:00:00,MG,365
261984,2020-01-10,sexta-feira,19:45:00,PB,230
261986,2020-01-10,sexta-feira,18:20:00,SC,470
261988,2020-01-10,sexta-feira,20:35:00,SC,282
261989,2020-01-10,sexta-feira,20:15:00,SC,101
261990,2020-01-10,sexta-feira,09:30:00,MG,116
261991,2020-01-10,sexta-feira,20:39:00,SP,153
261992,2020-01-10,sexta-feira,20:30:00,GO,60
261993,2020-01-10,sexta-feira,20:30:00,PR,376
261994,2020-01-10,sexta-feira,20:40:00,BA,407
261995,2020-01-10,sexta-feira,14:00:00,MA,222
261996,2020-01-10,sexta-feira,20:50:00,RN,304
261998,2020-01-10,sexta-feira,21:40:00,SP,116
261999,2020-01-10,sexta-feira,18:30:00,MG,262
262000,2020-01-10,sexta-feira,21:20:00,RJ,40
262001,2020-01-10,sexta-feira,21:35:00,RN,101
262003,2020-01-10,sexta-feira,20:00:00,RS,153
262004,2020-01-10,sexta-feira,19:30:00,SC,282
262007,2020-01-10,sexta-feira,21:43:00,SC,101
262010,2020-01-10,sexta-feira,23:30:00,SP,381
262011,2020-01-10,sexta-feira,20:50:00,MG,116
262013,2020-01-10,sexta-feira,22:50:00,MG,262
262014,2020-01-10,sexta-feira,20:30:00,PR,272
262016,2020-01-10,sexta-feira,23:00:00,SC,101
262017,2020-01-10,sexta-feira,23:40:00,SC,101
262020,2020-01-10,sexta-feira,23:30:00,PR,163
262022,2020-01-11,s�bado,00:05:00,PR,476
262024,2020-01-10,sexta-feira,22:10:00,BA,116
262025,2020-01-11,s�bado,00:40:00,RS,116
262027,2020-01-11,s�bado,01:45:00,GO,20
262029,2020-01-11,s�bado,00:30:00,MA,230
262033,2020-01-11,s�bado,03:20:00,PA,316
262034,2020-01-11,s�bado,03:05:00,RS,116
262035,2020-01-11,s�bado,04:20:00,RS,386
262036,2020-01-11,s�bado,02:30:00,MT,364
262039,2020-01-11,s�bado,03:00:00,PR,376
262040,2020-01-11,s�bado,05:10:00,RS,116
262043,2020-01-11,s�bado,05:15:00,MG,262
262044,2020-01-11,s�bado,04:10:00,SC,101
262046,2020-01-11,s�bado,04:50:00,PE,104
262047,2020-01-11,s�bado,05:30:00,SP,116
262048,2020-01-11,s�bado,03:50:00,MG,356
262049,2020-01-11,s�bado,00:30:00,BA,116
262050,2020-01-11,s�bado,00:40:00,GO,153
262051,2020-01-11,s�bado,06:00:00,SP,116
262052,2020-01-10,sexta-feira,21:10:00,RS,392
262053,2020-01-11,s�bado,06:30:00,MG,153
262054,2020-01-11,s�bado,05:50:00,MG,262
262055,2020-01-11,s�bado,05:30:00,MT,163
262056,2020-01-10,sexta-feira,21:55:00,SC,470
262057,2020-01-11,s�bado,06:50:00,RS,158
262062,2020-01-10,sexta-feira,21:00:00,PI,316
262064,2020-01-11,s�bado,07:45:00,AP,210
262066,2020-01-11,s�bado,08:30:00,DF,40
262068,2020-01-11,s�bado,08:20:00,DF,70
262070,2020-01-11,s�bado,09:00:00,RS,116
262071,2020-01-11,s�bado,06:00:00,RR,174
262073,2020-01-11,s�bado,09:00:00,PE,101
262075,2020-01-11,s�bado,08:30:00,RJ,116
262076,2020-01-11,s�bado,05:00:00,PR,277
262078,2020-01-11,s�bado,08:45:00,SC,101
262081,2020-01-11,s�bado,08:10:00,PR,376
262083,2020-01-11,s�bado,09:00:00,MG,381
262087,2020-01-11,s�bado,08:45:00,PR,376
262088,2020-01-11,s�bado,09:00:00,PR,376
262089,2020-01-11,s�bado,05:10:00,CE,222
262090,2020-01-11,s�bado,09:50:00,SC,280
262093,2020-01-11,s�bado,09:30:00,RS,290
262094,2020-01-11,s�bado,08:30:00,SC,280
262096,2020-01-11,s�bado,10:00:00,CE,20
262097,2020-01-11,s�bado,10:00:00,GO,40
262098,2020-01-11,s�bado,09:45:00,RO,364
262099,2020-01-11,s�bado,10:30:00,SP,116
262101,2020-01-11,s�bado,11:00:00,SC,101
262102,2020-01-11,s�bado,08:50:00,MG,40
262103,2020-01-11,s�bado,11:00:00,RN,405
262104,2020-01-11,s�bado,11:08:00,MG,50
262105,2020-01-11,s�bado,10:50:00,RJ,116
262106,2020-01-11,s�bado,11:00:00,PB,230
262107,2020-01-11,s�bado,11:20:00,SP,116
262108,2020-01-11,s�bado,10:55:00,MT,364
262109,2020-01-11,s�bado,09:30:00,PI,407
262111,2020-01-11,s�bado,11:30:00,MG,381
262112,2020-01-11,s�bado,11:20:00,RS,470
262114,2020-01-11,s�bado,12:00:00,SP,381
262119,2020-01-11,s�bado,08:55:00,TO,153
262121,2020-01-11,s�bado,12:50:00,GO,40
262124,2020-01-11,s�bado,12:45:00,MG,381
262125,2020-01-11,s�bado,12:20:00,MG,381
262126,2020-01-11,s�bado,13:00:00,SP,116
262127,2020-01-11,s�bado,09:50:00,MA,10
262128,2020-01-11,s�bado,13:30:00,RJ,116
262131,2020-01-11,s�bado,13:15:00,GO,40
262132,2020-01-11,s�bado,13:25:00,RS,116
262133,2020-01-11,s�bado,14:15:00,PR,277
262135,2020-01-11,s�bado,13:00:00,MG,459
262136,2020-01-11,s�bado,11:40:00,BA,324
262137,2020-01-11,s�bado,14:30:00,SP,101
262138,2020-01-11,s�bado,14:45:00,GO,40
262139,2020-01-11,s�bado,13:45:00,MG,40
262140,2020-01-11,s�bado,14:40:00,PR,476
262142,2020-01-11,s�bado,14:00:00,RJ,101
262146,2020-01-11,s�bado,14:00:00,ES,101
262147,2020-01-11,s�bado,14:00:00,ES,101
262149,2020-01-11,s�bado,15:15:00,PR,369
262150,2020-01-11,s�bado,11:30:00,RJ,40
262151,2020-01-11,s�bado,12:00:00,RJ,493
262152,2020-01-11,s�bado,15:00:00,PR,373
262153,2020-01-11,s�bado,15:40:00,RS,116
262155,2020-01-11,s�bado,16:00:00,RJ,485
262157,2020-01-11,s�bado,16:34:00,GO,40
262158,2020-01-10,sexta-feira,05:00:00,SC,282
262159,2020-01-11,s�bado,16:15:00,MG,40
262160,2020-01-11,s�bado,16:30:00,GO,364
262161,2020-01-11,s�bado,13:10:00,RJ,116
262163,2020-01-11,s�bado,14:55:00,PR,376
262164,2020-01-11,s�bado,15:34:00,MT,163
262165,2020-01-11,s�bado,16:00:00,RO,364
262166,2020-01-11,s�bado,16:10:00,MG,381
262167,2020-01-11,s�bado,16:30:00,RJ,40
262168,2020-01-11,s�bado,15:30:00,SC,282
262170,2020-01-11,s�bado,17:00:00,AL,424
262171,2020-01-11,s�bado,17:00:00,RN,101
262172,2020-01-11,s�bado,17:25:00,MG,40
262173,2020-01-11,s�bado,15:30:00,PE,428
262174,2020-01-11,s�bado,17:42:00,SP,116
262176,2020-01-11,s�bado,16:35:00,PR,163
262177,2020-01-11,s�bado,17:40:00,RS,386
262178,2020-01-11,s�bado,17:40:00,MA,222
262180,2020-01-11,s�bado,18:15:00,PI,407
262181,2020-01-11,s�bado,16:40:00,RJ,101
262182,2020-01-11,s�bado,17:55:00,PR,376
262184,2020-01-11,s�bado,18:30:00,SP,381
262185,2020-01-11,s�bado,17:35:00,PA,163
262186,2020-01-11,s�bado,18:30:00,MG,40
262187,2020-01-11,s�bado,18:50:00,SP,116
262188,2020-01-11,s�bado,13:30:00,PR,163
262190,2020-01-11,s�bado,14:50:00,MT,70
262191,2020-01-11,s�bado,17:30:00,RJ,116
262192,2020-01-11,s�bado,19:50:00,GO,40
262193,2020-01-11,s�bado,18:15:00,RJ,101
262194,2020-01-11,s�bado,18:50:00,PR,369
262195,2020-01-11,s�bado,18:30:00,PA,230
262196,2020-01-11,s�bado,18:00:00,RR,174
262197,2020-01-11,s�bado,19:35:00,MG,251
262198,2020-01-11,s�bado,16:00:00,MT,364
262200,2020-01-11,s�bado,17:30:00,AC,364
262201,2020-01-11,s�bado,15:00:00,BA,242
262202,2020-01-11,s�bado,20:00:00,SP,153
262203,2020-01-11,s�bado,18:30:00,RJ,101
262204,2020-01-11,s�bado,19:45:00,PR,277
262205,2020-01-11,s�bado,19:00:00,PA,230
262206,2020-01-11,s�bado,20:15:00,PR,476
262208,2020-01-11,s�bado,20:45:00,PR,116
262209,2020-01-11,s�bado,18:30:00,SP,116
262210,2020-01-11,s�bado,19:00:00,SC,101
262212,2020-01-11,s�bado,19:35:00,BA,116
262213,2020-01-11,s�bado,20:00:00,MG,381
262214,2020-01-11,s�bado,21:15:00,GO,60
262215,2020-01-11,s�bado,21:00:00,PR,369
262216,2020-01-11,s�bado,21:00:00,RS,116
262218,2020-01-11,s�bado,19:32:00,GO,153
262221,2020-01-11,s�bado,20:40:00,PI,343
262222,2020-01-11,s�bado,20:30:00,RJ,116
262223,2020-01-11,s�bado,21:40:00,PR,476
262224,2020-01-11,s�bado,21:40:00,PR,376
262225,2020-01-11,s�bado,22:05:00,PR,369
262227,2020-01-11,s�bado,17:10:00,BA,407
262228,2020-01-11,s�bado,20:04:00,PR,163
262229,2020-01-11,s�bado,21:20:00,MS,163
262230,2020-01-11,s�bado,20:15:00,PR,476
262231,2020-01-11,s�bado,22:10:00,PR,476
262233,2020-01-11,s�bado,23:00:00,PB,230
262234,2020-01-11,s�bado,23:30:00,MA,316
262236,2020-01-11,s�bado,20:40:00,BA,116
262237,2020-01-12,domingo,00:00:00,RN,304
262238,2020-01-12,domingo,00:13:00,DF,20
262239,2020-01-11,s�bado,23:55:00,RS,290
262240,2020-01-11,s�bado,14:10:00,MG,381
262241,2020-01-12,domingo,01:00:00,PI,316
262242,2020-01-12,domingo,01:30:00,RS,116
262244,2020-01-11,s�bado,23:45:00,BA,367
262245,2020-01-11,s�bado,22:03:00,MS,163
262246,2020-01-12,domingo,02:00:00,SP,116
262247,2020-01-12,domingo,01:40:00,SP,116
262249,2020-01-12,domingo,01:00:00,RJ,116
262250,2020-01-12,domingo,00:20:00,SC,101
262251,2020-01-12,domingo,00:20:00,SC,280
262253,2020-01-12,domingo,00:15:00,PR,116
262255,2020-01-12,domingo,02:00:00,MG,381
262256,2020-01-12,domingo,02:50:00,SC,282
262257,2020-01-12,domingo,02:00:00,RS,470
262258,2020-01-12,domingo,01:55:00,RJ,116
262259,2020-01-12,domingo,02:00:00,MG,40
262260,2020-01-12,domingo,03:50:00,PR,376
262263,2020-01-12,domingo,03:30:00,PR,277
262264,2020-01-12,domingo,05:10:00,GO,153
262265,2020-01-12,domingo,04:50:00,RS,290
262266,2020-01-12,domingo,05:30:00,PR,376
262267,2020-01-12,domingo,05:50:00,PR,369
262268,2020-01-12,domingo,05:00:00,RS,392
262269,2020-01-12,domingo,05:55:00,DF,40
262270,2020-01-12,domingo,04:10:00,SP,116
262271,2020-01-12,domingo,06:20:00,PR,467
262272,2020-01-12,domingo,06:15:00,RS,285
262274,2020-01-12,domingo,06:00:00,CE,222
262275,2020-01-12,domingo,00:50:00,MT,364
262276,2020-01-12,domingo,05:50:00,MG,459
262279,2020-01-12,domingo,06:40:00,MG,381
262282,2020-01-12,domingo,05:00:00,RS,386
262283,2020-01-12,domingo,05:59:00,RJ,101
262285,2020-01-12,domingo,06:56:00,RJ,116
262287,2020-01-12,domingo,06:00:00,PR,163
262288,2020-01-12,domingo,07:00:00,ES,101
262289,2020-01-12,domingo,05:50:00,SP,116
262290,2020-01-12,domingo,07:00:00,SC,282
262291,2020-01-12,domingo,05:00:00,BA,101
262293,2020-01-12,domingo,08:40:00,RS,392
262295,2020-01-12,domingo,08:20:00,BA,110
262298,2020-01-12,domingo,10:30:00,PE,232
262299,2020-01-12,domingo,10:40:00,MG,40
262303,2020-01-12,domingo,10:40:00,CE,20
262304,2020-01-12,domingo,10:30:00,RS,386
262305,2020-01-12,domingo,10:00:00,PB,230
262306,2020-01-12,domingo,11:05:00,SC,101
262307,2020-01-12,domingo,11:20:00,SP,101
262308,2020-01-12,domingo,07:50:00,MT,70
262309,2020-01-12,domingo,11:15:00,SC,470
262310,2020-01-12,domingo,11:30:00,GO,50
262311,2020-01-12,domingo,11:30:00,MG,50
262312,2020-01-12,domingo,11:40:00,RJ,101
262313,2020-01-12,domingo,09:05:00,PE,423
262314,2020-01-12,domingo,10:00:00,RR,401
262315,2020-01-12,domingo,12:25:00,PE,232
262316,2020-01-12,domingo,10:30:00,AL,104
262317,2020-01-12,domingo,13:20:00,PE,232
262319,2020-01-12,domingo,12:40:00,PR,116
262320,2020-01-12,domingo,13:00:00,RN,304
262324,2020-01-12,domingo,13:15:00,SP,116
262326,2020-01-12,domingo,13:14:00,SP,101
262327,2020-01-12,domingo,12:50:00,SP,381
262328,2020-01-12,domingo,13:20:00,SP,381
262329,2020-01-12,domingo,14:00:00,SP,116
262332,2020-01-12,domingo,08:00:00,MG,262
262334,2020-01-12,domingo,11:15:00,MG,116
262336,2020-01-12,domingo,14:30:00,RS,392
262337,2020-01-12,domingo,13:30:00,RS,386
262338,2020-01-12,domingo,14:00:00,SC,470
262339,2020-01-12,domingo,13:00:00,MG,116
262340,2020-01-12,domingo,14:10:00,RJ,116
262345,2020-01-12,domingo,15:10:00,ES,101
262346,2020-01-12,domingo,15:15:00,PI,343
262347,2020-01-12,domingo,15:15:00,ES,101
262350,2020-01-12,domingo,15:20:00,SP,116
262351,2020-01-12,domingo,14:50:00,PR,277
262353,2020-01-12,domingo,15:45:00,DF,70
262354,2020-01-12,domingo,15:42:00,PE,428
262355,2020-01-12,domingo,15:00:00,MG,262
262356,2020-01-12,domingo,12:30:00,MT,70
262357,2020-01-12,domingo,16:10:00,GO,153
262359,2020-01-12,domingo,16:00:00,PR,277
262361,2020-01-12,domingo,16:50:00,GO,153
262362,2020-01-12,domingo,16:20:00,RJ,101
262363,2020-01-12,domingo,16:40:00,RJ,101
262365,2020-01-12,domingo,17:10:00,PE,101
262366,2020-01-12,domingo,16:45:00,MG,365
262367,2020-01-12,domingo,17:20:00,SP,101
262369,2020-01-12,domingo,17:20:00,RN,101
262370,2020-01-12,domingo,17:20:00,TO,242
262371,2020-01-12,domingo,15:10:00,PE,408
262372,2020-01-12,domingo,17:10:00,ES,262
262377,2020-01-12,domingo,17:41:00,RJ,40
262378,2020-01-12,domingo,16:40:00,GO,60
262379,2020-01-12,domingo,17:30:00,SP,153
262382,2020-01-12,domingo,17:40:00,SC,101
262383,2020-01-12,domingo,17:20:00,ES,101
262386,2020-01-12,domingo,16:25:00,RR,401
262387,2020-01-12,domingo,17:45:00,RJ,116
262388,2020-01-12,domingo,17:00:00,MT,163
262389,2020-01-12,domingo,18:30:00,ES,262
262390,2020-01-12,domingo,18:15:00,RS,472
262391,2020-01-12,domingo,18:40:00,MG,381
262392,2020-01-12,domingo,18:05:00,PR,476
262393,2020-01-12,domingo,13:30:00,MG,116
262394,2020-01-12,domingo,15:00:00,MG,116
262395,2020-01-12,domingo,18:45:00,DF,70
262397,2020-01-12,domingo,18:00:00,DF,70
262399,2020-01-12,domingo,16:45:00,MG,40
262401,2020-01-12,domingo,18:30:00,SP,116
262402,2020-01-12,domingo,18:00:00,PE,423
262403,2020-01-12,domingo,19:35:00,RJ,101
262407,2020-01-12,domingo,19:00:00,PR,277
262412,2020-01-12,domingo,19:20:00,BA,101
262413,2020-01-12,domingo,18:30:00,DF,251
262414,2020-01-12,domingo,19:50:00,SE,235
262415,2020-01-12,domingo,19:30:00,ES,101
262416,2020-01-12,domingo,10:07:00,MG,40
262420,2020-01-12,domingo,20:10:00,SP,116
262422,2020-01-12,domingo,20:22:00,RN,101
262423,2020-01-12,domingo,16:30:00,BA,367
262425,2020-01-12,domingo,19:40:00,PR,467
262426,2020-01-12,domingo,18:35:00,MT,163
262427,2020-01-12,domingo,19:15:00,GO,414
262429,2020-01-12,domingo,15:00:00,BA,116
262430,2020-01-12,domingo,16:40:00,SP,116
262431,2020-01-12,domingo,18:50:00,MG,381
262432,2020-01-12,domingo,14:30:00,RO,364
262433,2020-01-12,domingo,18:50:00,RJ,493
262435,2020-01-12,domingo,22:00:00,SC,101
262436,2020-01-12,domingo,21:30:00,CE,222
262438,2020-01-12,domingo,21:15:00,RS,386
262439,2020-01-12,domingo,19:30:00,ES,101
262443,2020-01-12,domingo,22:35:00,SC,101
262444,2020-01-12,domingo,21:35:00,RS,392
262446,2020-01-12,domingo,20:05:00,RJ,116
262447,2020-01-12,domingo,22:00:00,PB,230
262448,2020-01-12,domingo,18:00:00,MG,40
262449,2020-01-12,domingo,22:00:00,SE,101
262450,2020-01-12,domingo,23:15:00,PR,277
262451,2020-01-12,domingo,22:30:00,BA,116
262453,2020-01-12,domingo,21:30:00,MG,262
262454,2020-01-12,domingo,18:00:00,MT,364
262457,2020-01-12,domingo,23:30:00,SC,470
262458,2020-01-12,domingo,21:50:00,PI,343
262459,2020-01-12,domingo,18:50:00,MA,135
262460,2020-01-12,domingo,23:00:00,SP,116
262462,2020-01-12,domingo,20:30:00,SP,116
262463,2020-01-12,domingo,23:10:00,PR,277
262464,2020-01-12,domingo,20:20:00,MA,316
262465,2020-01-12,domingo,22:20:00,RJ,101
262466,2020-01-13,segunda-feira,00:10:00,GO,50
262469,2020-01-12,domingo,20:30:00,RS,392
262472,2020-01-13,segunda-feira,01:10:00,MG,381
262473,2020-01-12,domingo,23:00:00,PA,308
262476,2020-01-13,segunda-feira,03:30:00,SP,116
262477,2020-01-13,segunda-feira,03:20:00,PR,158
262478,2020-01-13,segunda-feira,02:20:00,CE,116
262480,2020-01-13,segunda-feira,02:00:00,PB,230
262482,2020-01-13,segunda-feira,02:56:00,ES,101
262486,2020-01-13,segunda-feira,05:20:00,PR,476
262488,2020-01-13,segunda-feira,06:30:00,PE,101
262489,2020-01-13,segunda-feira,06:30:00,ES,101
262490,2020-01-13,segunda-feira,06:50:00,CE,116
262493,2020-01-13,segunda-feira,07:00:00,SC,101
262494,2020-01-13,segunda-feira,07:15:00,SP,153
262495,2020-01-13,segunda-feira,06:30:00,RJ,116
262497,2020-01-13,segunda-feira,07:50:00,MG,146
262498,2020-01-12,domingo,19:10:00,PA,163
262499,2020-01-13,segunda-feira,07:05:00,PR,277
262500,2020-01-12,domingo,19:00:00,MG,116
262501,2020-01-13,segunda-feira,08:01:00,SC,280
262502,2020-01-13,segunda-feira,07:50:00,SC,282
262503,2020-01-13,segunda-feira,08:00:00,PB,230
262504,2020-01-13,segunda-feira,07:50:00,RN,101
262505,2020-01-13,segunda-feira,07:10:00,MG,40
262530,2020-01-10,sexta-feira,06:40:00,PA,222
262531,2020-01-13,segunda-feira,06:00:00,GO,153
