id,data_inversa,dia_semana,horario,uf,br
260691,2020-01-02,quinta-feira,22:00:00,BA,235
260694,2020-01-03,sexta-feira,20:00:00,BA,242
260695,2020-01-03,sexta-feira,17:50:00,MG,262
260696,2020-01-03,sexta-feira,21:25:00,MS,262
260705,2020-01-04,s�bado,00:20:00,SE,101
260706,2020-01-03,sexta-feira,22:15:00,SC,280
260711,2020-01-03,sexta-feira,23:30:00,BA,101
260719,2020-01-03,sexta-feira,23:40:00,MG,262
260733,2020-01-04,s�bado,06:25:00,GO,153
260737,2020-01-04,s�bado,01:15:00,RJ,116
260743,2020-01-04,s�bado,03:30:00,MG,381
260747,2020-01-04,s�bado,07:15:00,MG,262
260749,2020-01-04,s�bado,07:00:00,RS,470
260750,2020-01-04,s�bado,08:30:00,PE,232
260758,2020-01-04,s�bado,07:20:00,AC,364
260771,2020-01-04,s�bado,10:20:00,MG,40
260774,2020-01-04,s�bado,10:00:00,MG,40
260780,2020-01-04,s�bado,07:45:00,RS,392
260785,2020-01-04,s�bado,10:00:00,BA,242
260797,2020-01-04,s�bado,12:30:00,MG,365
260810,2020-01-04,s�bado,14:30:00,ES,262
260816,2020-01-04,s�bado,15:00:00,ES,101
260817,2020-01-04,s�bado,15:00:00,MG,251
260820,2020-01-04,s�bado,11:00:00,PE,101
260822,2020-01-04,s�bado,07:00:00,SC,282
260825,2020-01-04,s�bado,15:00:00,GO,80
260835,2020-01-04,s�bado,16:30:00,MG,354
260849,2020-01-04,s�bado,08:00:00,GO,20
260865,2020-01-04,s�bado,16:20:00,BA,101
260875,2020-01-04,s�bado,20:00:00,ES,101
260878,2020-01-04,s�bado,15:30:00,MG,116
260884,2020-01-04,s�bado,19:40:00,BA,116
260887,2020-01-04,s�bado,20:40:00,PE,104
260898,2020-01-04,s�bado,20:30:00,BA,101
260921,2020-01-05,domingo,01:00:00,RO,364
260922,2020-01-04,s�bado,10:20:00,SP,116
260925,2020-01-04,s�bado,22:05:00,BA,324
260927,2020-01-05,domingo,03:30:00,MG,251
260928,2020-01-04,s�bado,15:50:00,RN,304
260932,2020-01-05,domingo,05:00:00,TO,153
260937,2020-01-05,domingo,04:50:00,SC,470
260939,2020-01-05,domingo,05:00:00,MT,364
260952,2020-01-05,domingo,07:40:00,GO,40
260955,2020-01-05,domingo,04:00:00,MG,251
260967,2020-01-05,domingo,09:20:00,MG,251
260988,2020-01-05,domingo,11:20:00,RS,472
260989,2020-01-05,domingo,11:00:00,RJ,116
260993,2020-01-05,domingo,12:35:00,MG,381
260994,2020-01-05,domingo,12:20:00,RS,290
261007,2020-01-05,domingo,13:55:00,MT,364
261032,2020-01-05,domingo,14:40:00,BA,101
261038,2020-01-05,domingo,11:35:00,BA,116
261043,2020-01-05,domingo,17:40:00,PE,424
261045,2020-01-05,domingo,17:52:00,PR,277
261051,2020-01-05,domingo,15:20:00,BA,135
261065,2020-01-05,domingo,17:50:00,MG,381
261069,2020-01-05,domingo,08:30:00,PR,376
261082,2020-01-05,domingo,19:55:00,MG,251
261105,2020-01-05,domingo,23:15:00,MG,381
261107,2020-01-05,domingo,22:15:00,RR,174
261110,2020-01-06,segunda-feira,01:05:00,RJ,101
261111,2020-01-06,segunda-feira,03:10:00,MS,158
261112,2020-01-05,domingo,05:00:00,BA,110
261113,2020-01-06,segunda-feira,05:25:00,MG,381
261119,2020-01-06,segunda-feira,05:35:00,SP,116
261144,2020-01-06,segunda-feira,07:40:00,RJ,116
261154,2020-01-06,segunda-feira,10:10:00,RS,386
261155,2020-01-06,segunda-feira,09:20:00,MS,163
261156,2020-01-06,segunda-feira,10:50:00,SC,101
261165,2020-01-06,segunda-feira,10:30:00,MS,60
261177,2020-01-06,segunda-feira,08:20:00,GO,153
261178,2020-01-06,segunda-feira,12:10:00,SP,116
261184,2020-01-06,segunda-feira,12:40:00,MS,158
261187,2020-01-06,segunda-feira,14:00:00,PE,232
261190,2020-01-06,segunda-feira,13:30:00,RS,285
261200,2020-01-06,segunda-feira,14:20:00,SP,381
261208,2020-01-06,segunda-feira,15:00:00,SP,381
261209,2020-01-06,segunda-feira,13:50:00,BA,324
261213,2020-01-06,segunda-feira,15:50:00,TO,153
261219,2020-01-06,segunda-feira,14:30:00,MS,163
261233,2020-01-06,segunda-feira,16:50:00,MT,163
261243,2020-01-06,segunda-feira,17:50:00,PR,376
261244,2020-01-06,segunda-feira,17:30:00,MT,364
261253,2020-01-06,segunda-feira,11:30:00,MA,316
261261,2020-01-06,segunda-feira,15:40:00,SC,470
261278,2020-01-07,ter�a-feira,01:00:00,PR,376
261279,2020-01-07,ter�a-feira,00:00:00,SP,116
261281,2020-01-07,ter�a-feira,02:30:00,ES,101
261282,2020-01-07,ter�a-feira,01:45:00,PR,277
261283,2020-01-07,ter�a-feira,03:30:00,ES,262
261286,2020-01-07,ter�a-feira,03:05:00,GO,50
261289,2020-01-07,ter�a-feira,03:10:00,MG,40
261290,2020-01-07,ter�a-feira,05:05:00,PR,116
261291,2020-01-07,ter�a-feira,05:10:00,PR,277
261304,2020-01-07,ter�a-feira,07:20:00,SC,470
261309,2020-01-07,ter�a-feira,07:00:00,MG,381
261310,2020-01-07,ter�a-feira,07:50:00,SC,101
261313,2020-01-07,ter�a-feira,07:25:00,MG,381
261321,2020-01-07,ter�a-feira,09:00:00,MG,40
261323,2020-01-07,ter�a-feira,08:05:00,SC,101
261324,2020-01-07,ter�a-feira,08:50:00,PB,230
261329,2020-01-07,ter�a-feira,10:05:00,PR,116
261334,2020-01-07,ter�a-feira,11:00:00,PE,101
261337,2020-01-07,ter�a-feira,10:20:00,MG,40
261338,2020-01-07,ter�a-feira,10:20:00,MT,70
261341,2020-01-07,ter�a-feira,12:15:00,RJ,101
261348,2020-01-07,ter�a-feira,10:20:00,PR,277
261349,2020-01-07,ter�a-feira,11:45:00,SC,101
261354,2020-01-07,ter�a-feira,13:00:00,CE,222
261356,2020-01-07,ter�a-feira,06:20:00,GO,153
261363,2020-01-07,ter�a-feira,14:00:00,MG,40
261366,2020-01-07,ter�a-feira,14:00:00,MG,381
261367,2020-01-07,ter�a-feira,14:10:00,CE,116
261369,2020-01-07,ter�a-feira,14:00:00,MA,10
261375,2020-01-07,ter�a-feira,15:45:00,RS,392
261376,2020-01-07,ter�a-feira,14:10:00,MG,262
261377,2020-01-07,ter�a-feira,15:10:00,MS,163
261383,2020-01-07,ter�a-feira,17:05:00,PE,101
261389,2020-01-07,ter�a-feira,15:50:00,BA,242
261391,2020-01-07,ter�a-feira,16:50:00,PR,116
261394,2020-01-07,ter�a-feira,17:40:00,TO,153
261398,2020-01-07,ter�a-feira,17:00:00,BA,101
261400,2020-01-07,ter�a-feira,13:45:00,PR,376
261403,2020-01-07,ter�a-feira,22:40:00,MS,163
261405,2020-01-07,ter�a-feira,22:00:00,SP,116
261415,2020-01-07,ter�a-feira,18:30:00,RO,364
261416,2020-01-07,ter�a-feira,16:35:00,MG,365
261417,2020-01-07,ter�a-feira,19:30:00,PB,412
261418,2020-01-08,quarta-feira,01:30:00,PR,277
261427,2020-01-08,quarta-feira,03:50:00,MG,381
261433,2020-01-08,quarta-feira,05:00:00,PB,101
261441,2020-01-07,ter�a-feira,22:15:00,MG,40
261445,2020-01-08,quarta-feira,03:33:00,MG,381
261456,2020-01-08,quarta-feira,08:00:00,PR,376
261466,2020-01-08,quarta-feira,08:30:00,PE,101
261468,2020-01-08,quarta-feira,03:30:00,CE,20
261485,2020-01-08,quarta-feira,10:10:00,RS,116
261495,2020-01-08,quarta-feira,07:00:00,SC,280
261507,2020-01-08,quarta-feira,13:00:00,RJ,40
261509,2020-01-08,quarta-feira,13:15:00,PB,230
261515,2020-01-08,quarta-feira,14:20:00,MG,40
261521,2020-01-08,quarta-feira,14:35:00,SC,101
261523,2020-01-08,quarta-feira,14:35:00,PR,277
261534,2020-01-08,quarta-feira,15:50:00,ES,101
261539,2020-01-08,quarta-feira,14:50:00,SC,101
261545,2020-01-08,quarta-feira,16:38:00,PR,376
261548,2020-01-08,quarta-feira,14:00:00,SC,116
261551,2020-01-08,quarta-feira,16:00:00,BA,101
261553,2020-01-08,quarta-feira,18:00:00,MA,316
261556,2020-01-08,quarta-feira,17:40:00,RS,386
261558,2020-01-08,quarta-feira,16:00:00,RJ,101
261570,2020-01-08,quarta-feira,16:40:00,PA,222
261578,2020-01-08,quarta-feira,17:30:00,MG,262
261584,2020-01-08,quarta-feira,19:30:00,RJ,101
261587,2020-01-08,quarta-feira,21:20:00,SE,101
261589,2020-01-08,quarta-feira,13:30:00,MG,116
261591,2020-01-08,quarta-feira,16:30:00,RJ,40
261597,2020-01-08,quarta-feira,19:30:00,SC,470
261601,2020-01-08,quarta-feira,18:00:00,TO,153
261606,2020-01-08,quarta-feira,23:50:00,CE,222
261607,2020-01-09,quinta-feira,00:00:00,PR,369
261610,2020-01-08,quarta-feira,22:30:00,MT,70
261612,2020-01-09,quinta-feira,01:50:00,SP,116
261613,2020-01-09,quinta-feira,01:50:00,PR,376
261614,2020-01-09,quinta-feira,02:30:00,MG,40
261615,2020-01-09,quinta-feira,03:00:00,MG,40
261621,2020-01-09,quinta-feira,02:10:00,SP,116
261623,2020-01-09,quinta-feira,05:10:00,MT,364
261631,2020-01-09,quinta-feira,07:05:00,PE,101
261632,2020-01-09,quinta-feira,06:30:00,SC,280
261642,2020-01-09,quinta-feira,07:40:00,MG,381
261649,2020-01-09,quinta-feira,07:20:00,MG,381
261656,2020-01-09,quinta-feira,10:00:00,CE,116
261660,2020-01-09,quinta-feira,10:50:00,SP,101
261672,2020-01-09,quinta-feira,11:30:00,RN,101
261675,2020-01-09,quinta-feira,12:20:00,TO,153
261679,2020-01-09,quinta-feira,11:15:00,MT,364
261688,2020-01-09,quinta-feira,12:10:00,RO,319
261690,2020-01-09,quinta-feira,13:20:00,MG,153
261694,2020-01-09,quinta-feira,13:01:00,SC,282
261702,2020-01-09,quinta-feira,14:00:00,RS,386
261704,2020-01-09,quinta-feira,14:00:00,MT,163
261708,2020-01-09,quinta-feira,13:50:00,MT,364
261721,2020-01-09,quinta-feira,16:05:00,ES,101
261728,2020-01-09,quinta-feira,17:20:00,CE,116
261737,2020-01-09,quinta-feira,16:00:00,SP,116
261749,2020-01-09,quinta-feira,18:30:00,RJ,465
261759,2020-01-09,quinta-feira,16:30:00,MG,251
261768,2020-01-09,quinta-feira,16:00:00,MS,163
261776,2020-01-09,quinta-feira,17:20:00,MG,116
261779,2020-01-09,quinta-feira,22:20:00,ES,101
261788,2020-01-09,quinta-feira,21:50:00,GO,60
261789,2020-01-09,quinta-feira,22:30:00,ES,101
261795,2020-01-09,quinta-feira,23:00:00,SP,381
261798,2020-01-09,quinta-feira,23:00:00,MG,381
261808,2020-01-10,sexta-feira,01:30:00,MG,262
261809,2020-01-09,quinta-feira,23:30:00,RJ,101
261815,2020-01-09,quinta-feira,23:30:00,RS,285
